Page,title,topic,isbn,pages,year,online_access,format,editorial,ebook-price,hardcover-price,softcover-price,print-price,print-ebook-price,authors
400,Engineering Trustworthy Software Systems,Software Engineering,978-3-319-56840-9,"XV, 259",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Bowen, J. P. (Ed), Liu, Z. (Ed), Zhang, Z. (Ed) (2017)"
400,Formal Aspects of Component Software,Software Engineering,978-3-319-57665-7,"XVIII, 281",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Kouchnarenko, O. (Ed), Khosravi, R. (Ed) (2017)"
400,Mathematics and Computing,Security,978-981-10-4641-4,"XX, 424",2017,0,5,Springer Singapore,79.99,NA,99.99,NA,NA,"Giri, D. (Ed), Mohapatra, R. N. (Ed), Begehr, H. (Ed), Obaidat, M. S. (Ed) (2017)"
400,Mathematical Morphology and Its Applications to Signal and Image Processing,Image Processing and Computer Vision,978-3-319-57239-0,"XIV, 500",2017,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Angulo, J. (Ed), Velasco-Forero, S. (Ed), Meyer, F. (Ed) (2017)"
400,Research in Computational Molecular Biology,Computational Biology / Bioinformatics,978-3-319-56969-7,"XIV, 406",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Sahinalp, S. C. (Ed) (2017)"
400,Numerical Analysis and Its Applications,Numeric Computing,978-3-319-57098-3,"XIV, 785",2017,0,5,Springer International Publishing,89.00,NA,119.99,NA,NA,"Dimov, I. (Ed), Farag, I. (Ed), Vulkov, L. (Ed) (2017)"
400,New Frontiers in Artificial Intelligence,Artificial Intelligence,978-3-319-50952-5,"XVI, 548",2017,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Otake, M. (Ed), Kurahashi, S. (Ed), Ota, Y. (Ed), Satoh, K. (Ed), Bekki, D. (Ed) (2017)"
400,Agile Processes in Software Engineering and Extreme Programming,Software Engineering,978-3-319-57632-9,"XIII, 306",2017,0,5,Springer International Publishing,,NA,59.99,NA,NA,"Baumeister, H. (Ed), Lichter, H. (Ed), Riebisch, M. (Ed) (2017)"
400,Algorithmic Aspects of Cloud Computing,Algorithm Analysis and Problem Complexity,978-3-319-57044-0,"XII, 183",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Sellis, T. (Ed), Oikonomou, K. (Ed) (2017)"
400,Learn Ionic 2,Mobile Computing,978-1-4842-2616-2,"XI, 105",2017,0,5,Apress,24.99,NA,34.99,NA,NA,"Justin, J., Jude, J. (2017)"
400,Toward Brain-Computer Interaction in Paralysis,User Interfaces and Human Computer Interaction,978-3-319-52297-5,"XVI, 96",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Cotrina, A. (2017)"
400,Theory and Applications of Models of Computation,Mathematical Logic and Formal Languages,978-3-319-55910-0,"XXVI, 698",2017,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Gopal, T. (Ed), Jger, G. (Ed), Steila, S. (Ed) (2017)"
400,Bridging the Gap between Requirements Engineering and Software Architecture,Software Engineering / Programming and Operating Systems,978-3-658-17693-8,"XXVI, 500",2017,0,5,Springer Vieweg,84.99,NA,109.99,NA,NA,"Alebrahim, A. (2017)"
400,Robustness-Related Issues in Speaker Recognition,"Signal, Image and Speech Processing",978-981-10-3237-0,"X, 49",2017,0,5,Springer Singapore,54.99,NA,69.99,NA,NA,"Zheng, T. F., Li, L. (2017)"
400,Chief Information Officer Role Effectiveness,Business Information Systems,978-3-319-54752-7,"VI, 58",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Htter, A., Riedl, R. (2017)"
401,Encyclopedia of Machine Learning and Data Mining,Artificial Intelligence,978-1-4899-7685-7,"XVII, 1335",2017,1,6,Springer US,NA,NA,NA,899.99,"1,199.99","Sammut, C. (Ed), Webb, G. I. (Ed) (2017)"
401,Oracle SQL Tuning with Oracle SQLTXPLAIN,Database Management,978-1-4842-2435-9,"XXIII, 408",2017,0,5,Apress,44.99,NA,59.99,NA,NA,"Charalambides, S. (2017)"
401,Usage-Driven Database Design,Database Management,978-1-4842-2721-3,"XXIV, 374",2017,0,5,Apress,39.99,NA,54.99,NA,NA,"Tillmann, G. (2017)"
401,Advances in Information Retrieval,Information Storage and Retrieval,978-3-319-56607-8,"XXXI, 799",2017,0,5,Springer International Publishing,89.00,NA,119.99,NA,NA,"Jose, J. M. (Ed), Hauff, C. (Ed), Altngovde, I. S. (Ed), Song, D. (Ed), Albakour, D. (Ed), Watt, S. (Ed), Tait, J. (Ed) (2017)"
401,NASA Formal Methods,Software Engineering,978-3-319-57287-1,"XI, 436",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Barrett, C. (Ed), Davies, M. (Ed), Kahsai, T. (Ed) (2017)"
401,Essential Docker for ASP.NET Core MVC,Microsoft and .NET,978-1-4842-2777-0,"XV, 170",2017,0,5,Apress,34.99,NA,44.99,NA,NA,"Freeman, A. (2017)"
401,Context-Aware Systems and Applications,Information Storage and Retrieval,978-3-319-56356-5,"XII, 205",2017,0,5,Springer International Publishing,54.99,NA,72.00,NA,NA,"Cong Vinh, P. (Ed), Tuan Anh, L. (Ed), Loan, N. T. T. (Ed), Vongdoiwang Siricharoen, W. (Ed) (2017)"
401,A Practical Approach to Compiler Construction,"Programming Languages, Compilers, Interpreters",978-3-319-52787-1,"XV, 254",2017,0,5,Springer International Publishing,39.99,NA,49.99,NA,NA,"Watson, D. (2017)"
401,Resource Management for Internet of Things,Information Systems Applications (incl.Internet),978-3-319-54246-1,"VIII, 116",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Delicato, F. C., Pires, P. F., Batista, T. (2017)"
401,Programming Languages and Systems,"Programming Languages, Compilers, Interpreters",978-3-662-54433-4,"XV, 992",2017,0,5,Springer-Verlag Berlin Heidelberg,109.00,NA,149.99,NA,NA,"Yang, H. (Ed) (2017)"
401,Smart Mobility  Connecting Everyone,Information Systems and Communication Service,978-3-658-15621-3,"XXV, 293",2017,0,5,Springer Vieweg,59.99,NA,79.99,NA,NA,"Flgge, B. (Ed) (2017)"
401,Advances in Cryptology  EUROCRYPT 2017,Cryptology,978-3-319-56619-1,"XXIII, 709",2017,0,5,Springer International Publishing,89.00,NA,119.99,NA,NA,"Coron, J. (Ed), Nielsen, J. B. (Ed) (2017)"
401,Advances in Cryptology  EUROCRYPT 2017,Cryptology,978-3-319-56616-0,"XXI, 641",2017,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Coron, J. (Ed), Nielsen, J. B. (Ed) (2017)"
401,Advances in Cryptology  EUROCRYPT 2017,Cryptology,978-3-319-56613-9,"XXI, 677",2017,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Coron, J. (Ed), Nielsen, J. B. (Ed) (2017)"
401,Software Engineering Trends and Techniques in Intelligent Systems,Computational Intelligence,978-3-319-57140-9,"XIII, 498",2017,0,5,Springer International Publishing,269.00,NA,349.99,NA,NA,"Silhavy, R. (Ed), Silhavy, P. (Ed), Prokopova, Z. (Ed), Senkerik, R. (Ed), Kominkova Oplatkova, Z. (Ed) (2017)"
401,Artificial Intelligence Trends in Intelligent Systems,Computational Intelligence,978-3-319-57260-4,"XV, 550",2017,0,5,Springer International Publishing,269.00,NA,349.99,NA,NA,"Silhavy, R. (Ed), Senkerik, R. (Ed), Kominkova Oplatkova, Z. (Ed), Prokopova, Z. (Ed), Silhavy, P. (Ed) (2017)"
401,Cybernetics and Mathematics Applications in Intelligent Systems,Computational Intelligence,978-3-319-57263-5,"XIV, 446",2017,0,5,Springer International Publishing,189.00,NA,249.99,NA,NA,"Silhavy, R. (Ed), Senkerik, R. (Ed), Kominkova Oplatkova, Z. (Ed), Prokopova, Z. (Ed), Silhavy, P. (Ed) (2017)"
401,Digital Libraries and Multimedia Archives,Information Systems Applications (incl.Internet),978-3-319-56299-5,"X, 179",2017,0,5,Springer International Publishing,59.99,NA,74.99,NA,NA,"Agosti, M. (Ed), Bertini, M. (Ed), Ferilli, S. (Ed), Marinai, S. (Ed), Orio, N. (Ed) (2017)"
401,Interoperability and Open-Source Solutions for the Internet of Things,Information Systems Applications (incl.Internet),978-3-319-56876-8,"X, 187",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Podnar arko, I. (Ed), Broering, A. (Ed), Soursos, S. (Ed), Serrano, M. (Ed) (2017)"
401,Exploring Swift Playgrounds,Programming Techniques,978-1-4842-2646-9,"XIII, 192",2017,0,5,Apress,29.99,NA,39.99,NA,NA,"Feiler, J. (2017)"
402,Business Modeling and Software Design,Information Systems Applications (incl.Internet),978-3-319-57221-5,"XI, 233",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Shishkov, B. (Ed) (2017)"
402,Reproducible Research in Pattern Recognition,Pattern Recognition,978-3-319-56413-5,"X, 179",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Kerautret, B. (Ed), Colom, M. (Ed), Monasse, P. (Ed) (2017)"
402,Bioinformatics and Biomedical Engineering,Computational Biology / Bioinformatics,978-3-319-56147-9,"XXXIII, 673",2017,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Rojas, I. (Ed), Ortuo, F. (Ed) (2017)"
402,Space Information Networks,Computer Communication Networks,978-981-10-4402-1,"XIII, 288",2017,0,5,Springer Singapore,59.99,NA,79.99,NA,NA,"Yu, Q. (Ed) (2017)"
402,Exploring Services Science,Information Systems Applications (incl.Internet),978-3-319-56924-6,"XVII, 432",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Za, S. (Ed), Drgoicea, M. (Ed), Cavallari, M. (Ed) (2017)"
402,Privately and Publicly Verifiable Computing Techniques,Data Structures and Information Theory,978-3-319-53797-9,"XII, 64",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Demirel, D., Schabhser, L., Buchmann, J. (2017)"
402,Tools and Algorithms for the Construction and Analysis of Systems,Logics and Meanings of Programs,978-3-662-54579-9,"XXIV, 411",2017,0,5,Springer-Verlag Berlin Heidelberg,64.99,NA,84.99,NA,NA,"Legay, A. (Ed), Margaria, T. (Ed) (2017)"
402,Ambient Intelligence,Information Systems Applications (incl.Internet),978-3-319-56996-3,"X, 279",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Braun, A. (Ed), Wichert, R. (Ed), Maa, A. (Ed) (2017)"
402,Internet of Things,Circuits and Systems,978-3-319-55404-4,"XV, 73",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Hussain, F. (2017)"
402,"Computational Intelligence in Music, Sound, Art and Design",Algorithm Analysis and Problem Complexity,978-3-319-55749-6,"X, 371",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Correia, J. (Ed), Ciesielski, V. (Ed), Liapis, A. (Ed) (2017)"
402,Information Security Applications,Systems and Data Security,978-3-319-56548-4,"XI, 398",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Choi, D. (Ed), Guilley, S. (Ed) (2017)"
402,Evolutionary Computation in Combinatorial Optimization,Numeric Computing,978-3-319-55452-5,"XII, 249",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Hu, B. (Ed), Lpez-Ibez, M. (Ed) (2017)"
402,Applications of Evolutionary Computation,Algorithm Analysis and Problem Complexity,978-3-319-55848-6,"XXIV, 905",2017,0,5,Springer International Publishing,109.00,NA,149.99,NA,NA,"Squillero, G. (Ed), Sim, K. (Ed) (2017)"
402,Applications of Evolutionary Computation,Algorithm Analysis and Problem Complexity,978-3-319-55791-5,"XXIV, 243",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Squillero, G. (Ed), Sim, K. (Ed) (2017)"
402,On the Move to Meaningful Internet Systems: OTM 2016 Workshops,Information Systems Applications (incl.Internet),978-3-319-55960-5,"XXIV, 342",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Ciuciu, I. (Ed), Debruyne, C. (Ed), Panetto, H. (Ed), Weichhart, G. (Ed), Bollen, P. (Ed), Fensel, A. (Ed), Vidal, M. (Ed) (2017)"
402,Recent Advances in Information Systems and Technologies,Computational Intelligence,978-3-319-56537-8,"XXXIV, 1054",2017,0,5,Springer International Publishing,349.00,NA,449.99,NA,NA,"Rocha, . (Ed), Correia, A. M. (Ed), Adeli, H. (Ed), Reis, L. P. (Ed), Costanzo, S. (Ed) (2017)"
402,Functional Programming in R,"Programming Languages, Compilers, Interpreters",978-1-4842-2745-9,"XV, 104",2017,0,5,Apress,29.99,NA,37.99,NA,NA,"Mailund, T. (2017)"
402,Bioinformatics and Biomedical Engineering,Computational Biology / Bioinformatics,978-3-319-56153-0,"XXXVI, 741",2017,0,5,Springer International Publishing,89.00,NA,119.99,NA,NA,"Rojas, I. (Ed), Ortuo, F. (Ed) (2017)"
402,Video Analytics. Face and Facial Expression Recognition and Audience Measurement,"Computer Imaging, Vision, Pattern Recognition and Graphics",978-3-319-56686-3,"X, 163",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Nasrollahi, K. (Ed), Distante, C. (Ed), Hua, G. (Ed), Cavallaro, A. (Ed), Moeslund, T. B. (Ed), Battiato, S. (Ed), Ji, Q. (Ed) (2017)"
402,Principles of Security and Trust,Systems and Data Security,978-3-662-54454-9,"XII, 321",2017,0,5,Springer-Verlag Berlin Heidelberg,59.99,NA,79.99,NA,NA,"Maffei, M. (Ed), Ryan, M. (Ed) (2017)"
403,Tools and Algorithms for the Construction and Analysis of Systems,Logics and Meanings of Programs,978-3-662-54576-8,"XXIV, 609",2017,0,5,Springer-Verlag Berlin Heidelberg,84.99,NA,109.99,NA,NA,"Legay, A. (Ed), Margaria, T. (Ed) (2017)"
403,Recent Advances in Information Systems and Technologies,Computational Intelligence,978-3-319-56534-7,"XXXII, 930",2017,0,5,Springer International Publishing,299.00,NA,379.99,NA,NA,"Rocha, . (Ed), Correia, A. M. (Ed), Adeli, H. (Ed), Reis, L. P. (Ed), Costanzo, S. (Ed) (2017)"
403,Recent Advances in Information Systems and Technologies,Computational Intelligence,978-3-319-56540-8,"XXXI, 605",2017,0,5,Springer International Publishing,269.00,NA,349.99,NA,NA,"Rocha, . (Ed), Correia, A. M. (Ed), Adeli, H. (Ed), Reis, L. P. (Ed), Costanzo, S. (Ed) (2017)"
403,Applied Reconfigurable Computing,Computer Hardware,978-3-319-56257-5,"XX, 332",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Wong, S. (Ed), Beck, A. C. (Ed), Bertels, K. (Ed), Carro, L. (Ed) (2017)"
403,Computational Color Imaging,Image Processing and Computer Vision,978-3-319-56009-0,"XIII, 283",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Bianco, S. (Ed), Schettini, R. (Ed), Trmeau, A. (Ed), Tominaga, S. (Ed) (2017)"
403,New methods to engineer and seamlessly reconfigure time triggered Ethernet based systems during runtime based on the PROFINET IRT example,"Communications Engineering, Networks",978-3-662-54649-9,"XIX, 200",2017,0,5,Springer Vieweg,89.00,NA,119.99,NA,NA,"Wisniewski, L. (2017)"
403,Network Role Mining and Analysis,Data Mining and Knowledge Discovery,978-3-319-53885-3,"XI, 101",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Doran, D. (2017)"
403,Fundamental Approaches to Software Engineering,Software Engineering,978-3-662-54493-8,"XIII, 444",2017,0,5,Springer-Verlag Berlin Heidelberg,64.99,NA,84.99,NA,NA,"Huisman, M. (Ed), Rubin, J. (Ed) (2017)"
403,Database Systems for Advanced Applications,Database Management,978-3-319-55698-7,"XXIII, 684",2017,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Candan, S. (Ed), Chen, L. (Ed), Pedersen, T. B. (Ed), Chang, L. (Ed), Hua, W. (Ed) (2017)"
403,Pro RESTful APIs,Web Development,978-1-4842-2664-3,"XVII, 126",2017,0,5,Apress,29.99,NA,37.99,NA,NA,"Patni, S. (2017)"
403,Wireless and Satellite Systems,Computer Communication Networks,978-3-319-53849-5,"XI, 236",2017,0,5,Springer International Publishing,54.99,NA,72.00,NA,NA,"Otung, I. (Ed), Pillai, P. (Ed), Eleftherakis, G. (Ed), Giambene, G. (Ed) (2017)"
403,Smart Graphics,User Interfaces and Human Computer Interaction,978-3-319-53837-2,"X, 215",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Chen, Y. (Ed), Christie, M. (Ed), Tan, W. (Ed) (2017)"
403,Raspberry Pi Image Processing Programming,Artificial Intelligence,978-1-4842-2730-5,"XIX, 126",2017,0,5,Apress,24.99,NA,32.99,NA,NA,"Pajankar, A. (2017)"
403,Agile Methods,Management of Computing and Information Systems,978-3-319-55906-3,"X, 149",2017,0,5,Springer International Publishing,59.99,NA,74.99,NA,NA,"Silva da Silva, T. (Ed), Estcio, B. (Ed), Kroll, J. (Ed), Mantovani Fontana, R. (Ed) (2017)"
403,"Pro HTML5 with CSS, JavaScript, and Multimedia",Web Development,978-1-4842-2462-5,"XXXII, 560",2017,0,5,Apress,44.99,NA,59.99,NA,NA,"Collins, M. J. (2017)"
403,Web and Wireless Geographical Information Systems,Database Management,978-3-319-55997-1,"X, 179",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Brosset, D. (Ed), Claramunt, C. (Ed), Li, X. (Ed), Wang, T. (Ed) (2017)"
403,Intelligent Information and Database Systems,Artificial Intelligence,978-3-319-54429-8,"XLIII, 827",2017,0,5,Springer International Publishing,109.00,NA,139.99,NA,NA,"Nguyen, N. T. (Ed), Tojo, S. (Ed), Nguyen, L. M. (Ed), Trawiski, B. (Ed) (2017)"
403,Intelligent Information and Database Systems,Artificial Intelligence,978-3-319-54471-7,"XLIV, 817",2017,0,5,Springer International Publishing,109.00,NA,139.99,NA,NA,"Nguyen, N. T. (Ed), Tojo, S. (Ed), Nguyen, L. M. (Ed), Trawiski, B. (Ed) (2017)"
403,Introducing Ethereum and Solidity,Open Source,978-1-4842-2534-9,"XXI, 185",2017,0,5,Apress,39.99,NA,49.99,NA,NA,"Dannen, C. (2017)"
403,Data Management on New Hardware,Database Management,978-3-319-56110-3,"VII, 167",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Blanas, S. (Ed), Bordawekar, R. (Ed), Lahiri, T. (Ed), Levandoski, J. (Ed), Pavlo, A. (Ed) (2017)"
404,API Management,Computer Applications,978-1-4842-1306-3,"XIX, 195",2017,0,5,Apress,39.99,NA,54.99,NA,NA,"De, B. (2017)"
404,Computer Vision  ACCV 2016 Workshops,Image Processing and Computer Vision,978-3-319-54426-7,"XV, 640",2017,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Chen, C. (Ed), Lu, J. (Ed), Ma, K. (Ed) (2017)"
404,Infrastructure Monitoring with Spaceborne SAR Sensors,"Signal, Image and Speech Processing",978-981-10-3216-5,"XII, 79",2017,0,5,Springer Singapore,54.99,NA,69.99,NA,NA,"ANGHEL, A., VASILE, G., CACOVEANU, R. (2017)"
404,The Agile Enterprise,Project Management,978-1-4842-2390-1,"XIII, 280",2017,0,5,Apress,39.99,NA,54.99,NA,NA,"Moreira, M. E. (2017)"
404,Test Driven Development in Ruby,"Programming Languages, Compilers, Interpreters",978-1-4842-2637-7,"XXI, 288",2017,0,5,Apress,39.99,NA,54.99,NA,NA,"Paranj, B. (2017)"
404,Reshaping Accounting and Management Control Systems,Business Information Systems,978-3-319-49537-8,"VI, 347",2017,0,5,Springer International Publishing,139.00,NA,179.99,NA,NA,"Corsi, K. (Ed), Castellano, N. G. (Ed), Lamboglia, R. (Ed), Mancini, D. (Ed) (2017)"
404,Database Systems for Advanced Applications,Database Management,978-3-319-55752-6,"XXIII, 688",2017,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Candan, S. (Ed), Chen, L. (Ed), Pedersen, T. B. (Ed), Chang, L. (Ed), Hua, W. (Ed) (2017)"
404,Database Systems for Advanced Applications,Database Management,978-3-319-55704-5,"XIV, 444",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Bao, Z. (Ed), Trajcevski, G. (Ed), Chang, L. (Ed), Hua, W. (Ed) (2017)"
404,Pro Linux System Administration,Open Source,978-1-4842-2007-8,"XXIII, 998",2017,0,5,Apress,59.99,NA,74.99,NA,NA,"Matotek, D., Turnbull, J., Lieverdink, P. (2017)"
404,Foundations of Software Science and Computation Structures,Logics and Meanings of Programs,978-3-662-54457-0,"XVII, 568",2017,0,5,Springer-Verlag Berlin Heidelberg,79.99,NA,99.99,NA,NA,"Esparza, J. (Ed), Murawski, A. S. (Ed) (2017)"
404,Enterprise Security,Security,978-3-319-54379-6,"X, 277",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Chang, V. (Ed), Ramachandran, M. (Ed), Walters, R. J. (Ed), Wills, G. (Ed) (2017)"
404,Blockchain Basics,Database Management,978-1-4842-2603-2,"XV, 255",2017,0,5,Apress,19.99,NA,27.99,NA,NA,"Drescher, D. (2017)"
404,Transactions on Computational Science XXIX,Systems and Data Security,978-3-662-54562-1,"XI, 139",2017,0,5,Springer-Verlag Berlin Heidelberg,69.99,NA,89.99,NA,NA,"Gavrilova, M. L. (Ed), Tan, C. K. (Ed) (2017)"
404,Computer Vision  ACCV 2016 Workshops,Image Processing and Computer Vision,978-3-319-54525-7,"XV, 660",2017,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Chen, C. (Ed), Lu, J. (Ed), Ma, K. (Ed) (2017)"
404,Genetic Programming,Algorithm Analysis and Problem Complexity,978-3-319-55695-6,"XII, 359",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"McDermott, J. (Ed), Castelli, M. (Ed), Sekanina, L. (Ed), Haasdijk, E. (Ed), Garca-Snchez, P. (Ed) (2017)"
404,"Interactivity, Game Creation, Design, Learning, and Innovation",Computer Appl. in Arts and Humanities,978-3-319-55833-2,"XIV, 324",2017,0,5,Springer International Publishing,54.99,NA,72.00,NA,NA,"Brooks, A. L. (Ed), Brooks, E. (Ed) (2017)"
404,Proceedings of the 5th International Conference on Frontiers in Intelligent Computing: Theory and Applications,Computational Intelligence,978-981-10-3152-6,"XXIV, 809",2017,0,5,Springer Singapore,269.00,NA,349.99,NA,NA,"Satapathy, S. C. (Ed), Bhateja, V. (Ed), Udgata, S. K. (Ed), Pattnaik, P. K. (Ed) (2017)"
404,Pro Python Best Practices,Python,978-1-4842-2240-9,"XXVII, 264",2017,0,5,Apress,19.99,NA,29.99,NA,NA,"Rother, K. (2017)"
404,LEGO MINDSTORMS EV3,Hardware and Maker,978-1-4842-2261-4,"XXIII, 333",2017,0,5,Apress,39.99,NA,49.99,NA,NA,"Bell, M., KELLY, J. F. (2017)"
404,"Research and Development in the Academy, Creative Industries and Applications",User Interfaces and Human Computer Interaction,978-3-319-54080-1,"XIV, 104",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Earnshaw, R. (2017)"
405,Passive and Active Measurement,System Performance and Evaluation,978-3-319-54327-7,"XIII, 284",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Kaafar, M. A. (Ed), Uhlig, S. (Ed), Amann, J. (Ed) (2017)"
405,Computer Vision  ACCV 2016 Workshops,Image Processing and Computer Vision,978-3-319-54406-9,"XXV, 652",2017,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Chen, C. (Ed), Lu, J. (Ed), Ma, K. (Ed) (2017)"
405,Arduino Programming with .NET and Sketch,Hardware and Maker,978-1-4842-2658-2,"XV, 168",2017,0,5,Apress,19.99,NA,29.99,NA,NA,"Kurniawan, A. (2017)"
405,Computer Vision   ACCV 2016,Image Processing and Computer Vision,978-3-319-54189-1,"XIII, 558",2017,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Lai, S. (Ed), Lepetit, V. (Ed), Nishino, K. (Ed), Sato, Y. (Ed) (2017)"
405,Computer Vision   ACCV 2016,Image Processing and Computer Vision,978-3-319-54192-1,"XIII, 434",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Lai, S. (Ed), Lepetit, V. (Ed), Nishino, K. (Ed), Sato, Y. (Ed) (2017)"
405,Computer Vision   ACCV 2016,Image Processing and Computer Vision,978-3-319-54186-0,"XIII, 490",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Lai, S. (Ed), Lepetit, V. (Ed), Nishino, K. (Ed), Sato, Y. (Ed) (2017)"
405,Computer Vision   ACCV 2016,Image Processing and Computer Vision,978-3-319-54180-8,"XIII, 438",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Lai, S. (Ed), Lepetit, V. (Ed), Nishino, K. (Ed), Sato, Y. (Ed) (2017)"
405,Beginning Data Science in R,Big Data,978-1-4842-2670-4,"XXVII, 352",2017,0,5,Apress,44.99,NA,59.99,NA,NA,"Mailund, T. (2017)"
405,"Computational Modeling of Objects Presented in Images. Fundamentals, Methods, and Applications",Image Processing and Computer Vision,978-3-319-54608-7,"XII, 259",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Barneva, R. P. (Ed), Brimkov, V. E. (Ed), Tavares, J. M. R. (Ed) (2017)"
405,Android Apps for Absolute Beginners,Mobile Computing,978-1-4842-2267-6,"XXVII, 484",2017,0,5,Apress,34.99,NA,44.99,NA,NA,"Jackson, W. (2017)"
405,Edge Detection Methods Based on Generalized Type-2 Fuzzy Logic,Computational Intelligence,978-3-319-53993-5,"X, 89",2017,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Gonzalez, C. I., Melin, P., Castro, J. R., Castillo, O. (2017)"
405,Persuasive Technology: Development and Implementation of Personalized Technologies to Change Attitudes and Behaviors,Computers and Society,978-3-319-55133-3,"XIII, 308",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"de Vries, P. W. (Ed), Oinas-Kukkonen, H. (Ed), Siemons, L. (Ed), Beerlage-de Jong, N. (Ed), van Gemert-Pijnen, L. (Ed) (2017)"
405,Digital TV and Wireless Multimedia Communication,Multimedia Information Systems,978-981-10-4210-2,"XII, 394",2017,0,5,Springer Singapore,69.99,NA,89.99,NA,NA,"Yang, X. (Ed), Zhai, G. (Ed) (2017)"
405,Computer Vision   ACCV 2016,Image Processing and Computer Vision,978-3-319-54183-9,"XIII, 436",2017,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Lai, S. (Ed), Lepetit, V. (Ed), Nishino, K. (Ed), Sato, Y. (Ed) (2017)"
405,Lightweight Cryptography for Security and Privacy,Cryptology,978-3-319-55713-7,"VII, 149",2017,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Bogdanov, A. (Ed) (2017)"
405,Beginning Python,Python,978-1-4842-0029-2,"XXXII, 527",2017,0,5,Apress,44.99,NA,59.99,NA,NA,"Hetland, M. L. (2017)"
405,Beginning Adobe Animate CC,Computer Graphics,978-1-4842-2375-8,"XXVI, 596",2017,0,5,Apress,44.99,NA,59.99,NA,NA,"GREEN, T., Labrecque, J. (2017)"
405,Transactions on Edutainment XIII,Image Processing and Computer Vision,978-3-662-54394-8,"XI, 304",2017,0,5,Springer-Verlag Berlin Heidelberg,84.99,NA,109.99,NA,NA,"Pan, Z. (Ed), Cheok, A. D. (Ed), Mller, W. (Ed), Zhang, M. (Ed) (2017)"
405,"Codes, Cryptology and Information Security",Systems and Data Security,978-3-319-55588-1,"XII, 384",2017,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"El Hajji, S. (Ed), Nitaj, A. (Ed), Souidi, E. M. (Ed) (2017)"
